"source","target","weight","type","rank1","rank2","rank3","rank4","rank5"
"address", "profile", 0.9430, "undirected", "Facebook users risk identity theft - RT", "Facebook users risk identity theft, says famous ex-conman - CBS 21", "Jeff Hindenach:  The Most Popular Online Password Is 'Password,' Yet We Blame Our Privacy Problems on Facebook", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud", "Providence man sentenced to 2 years in identity-theft scheme - The Providence Journal"
"address", "public", 0.9190, "undirected", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV"
"address", "bill", 0.9866, "undirected", "Seven charged with identity theft inside Davis County Jail - StandardNet", "Iowa House OKs Bill Making Identity Theft a Felony - KCRG", "New reports show identity theft increasing - WPXI Pittsburgh", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Protecting yourself against fast growing crime of identity theft - WATE-TV"
"address", "photo", 0.9140, "undirected", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Bellevue police arrest 5 in identity theft ring - KIRO Seattle", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Former bank worker faces computer, ID theft charges - Fairfield Citizen"
"address", "assistance", 0.8177, "undirected", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "Judge Rejects Freeway Ricky Ross' Identity Theft Claims Against Warner Bros. - Hip-Hop Wired", "Letter: Mayoka Warns About Identity Theft - Patch.com", "Letter: Mayoka Warns About Identity Theft - Patch.com"
"address", "publish", 0.9964, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Police arrest man for forgery, identity theft for cashing stolen checks - CBS 21", "Authorities searching for man accused of identity theft and fraud - KTBS", "Police Blotter: 2 Identity Theft Arrests, Retail Theft, Stolen Wallet - Patch.com"
"address", "transactions", 0.6502, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "LSO Investigating Two Cases of Identity Theft - 1011now", "Sturgis residents victims of identity theft - Rapid City Journal", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Jason Alderman:  Avoiding Tax Refund Identity Fraud"
"address", "ipad", 0.9866, "undirected", " Identity Thieves Just Love Apple", "Cops shut downtown iPhone reseller, alleging identity theft ring - Boston Business Journal (blog)", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Identity theft: the fastest growing crime in America - Palm Beach Daily News", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com"
"address", "street", 0.8787, "undirected", "Social Security Number Identity Theft; Two-Car Crash on Crawford - Patch.com", "Police Log: Road Hazards, Flooding and Identity Theft - Patch.com", "Identity Theft, Credit Card Fraud: Police Blotter - Patch.com", "Torrance police seek identity theft suspect - Daily Breeze", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com"
"address", "ticket", 0.8331, "undirected", "Retiree claims ID theft left him with arrest warrants - WFAA", "Rome woman charged with identity theft - Utica Observer Dispatch", "Yorktown Cops: Man, 29, Faces More Identity Theft Charges - Patch.com", "Iowa House OKs Bill Making Identity Theft a Felony - KCRG", "Canton woman charged by troopers in alleged identity theft - WatertownDailyTimes.com"
"address", "degree", 0.9943, "undirected", "Man Arrested for Fraud, Identity Theft - Patch.com", "Vernon man accused of wire fraud and identity theft in Florida - Brattleboro Reformer", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV"
"address", "flag", 0.7950, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "Police Blotter: Identity Theft, No Insurance - Patch.com"
"address", "vehicle", 0.8422, "undirected", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Torrance police seek identity theft suspect - Daily Breeze", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com", "Police Log: Road Hazards, Flooding and Identity Theft - Patch.com"
"address", "connection", 0.9437, "undirected", "Adam Levin:  The 10 Dumbest Risks You Can Take With a Smartphone", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Man Arrested for Fraud, Identity Theft - Patch.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV"
"address", "identifier", 0.8113, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com", "Jason Alderman:  Avoiding Tax Refund Identity Fraud"
"address", "express", 0.9828, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com", "Torrance police seek identity theft suspect - Daily Breeze"
"address", "female", 0.9551, "undirected", "Riverside stolen car case leads to identity fraud arrests - abc7.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Police Blotter: 2 Identity Theft Arrests, Retail Theft, Stolen Wallet - Patch.com", "Ashwaubenon Marine recruiter arrested for identity theft, child pornography - WTAQ"
"address", "digits", 0.9783, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "How to prevent identity theft - CBS News", "Identity Theft, Credit Card Fraud Reported to Batavia Police - Patch.com", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft"
"address", "design", 0.9469, "undirected", " Identity Thieves Just Love Apple", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Department of Revenue: 30 People Claim Identity Theft - WLTX.com", "James Berman:  The Five Steps for Financial Fitness", "Police Blotter: Identity Theft, No Insurance - Patch.com"
"address", "college", 0.8807, "undirected", "Mahwah Crime Trends: Drugs, Identity Theft 'Biggest Concerns' - Patch.com", "College IT Guys Admit Embezzlement, Forgery, Identity Theft - Patch.com", "Office manager of Cortland car lot arrested for identity theft - WREX-TV", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Yorktown Cops: Man, 29, Faces More Identity Theft Charges - Patch.com"
"address", "ssn", 0.7565, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com"
"address", "tax", 0.8920, "undirected", " IRS Announces Crack Down ", "Jason Alderman:  Avoiding Tax Refund Identity Fraud", " A 'Tsunami' Of Tax Fraud Slams Miami", "Action Line: Tax identity theft protection takes effort - Tulsa World", "Jason Alderman:  Should You Hire a Tax Preparer?"
"address", "sign", 0.8538, "undirected", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Police Blotter: Identity Theft, No Insurance - Patch.com", "Police Blotter: Residents Report Identity Theft, Criminal Mischief - Patch.com", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com", "Torrance police seek identity theft suspect - Daily Breeze"
"address", "name", 0.9497, "undirected", "Jeanne Kelly:  Beware of This Common Creditor Error", "Former Lower South man facing identity theft charges here, now in trouble with ... - phillyBurbs.com", "5-year-olds victims of identity theft - The Hill (blog)", "Jeanne Kelly:  Top Tips to Protect Yourself From Identity Theft", "Jeanne Kelly:  'Spring Forward' to Protect Your Identity"
"address", "business", 0.9702, "undirected", "Northeastern Junior College's Business Day provides tips on preventing ... - Journal-Advocate", "Kniss says she was victim of identity theft - Palo Alto Online", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Robert Siciliano:  Skimming, Identity Theft and How Online Business Defend Against Cybercrime", "LSC-Kingwood to host identity theft presentations - Your Houston News"
"address", "children", 0.9867, "undirected", "Ann Brenoff:  How I Spy On My Kids Online", "Consumer Watch: Protect your child from identity theft - Chattanooga Times Free Press", "Robert Siciliano:  The Social Media Identity Theft of a School Director Via Twitter", "5-year-olds victims of identity theft - The Hill (blog)", "Russ Warner:  Networkers: LinkedIn and Google+ Users Have a Higher Incidence of Identity Fraud"
"address", "secure", 0.9879, "undirected", "Man arrested for identity theft after using fake Social number - Aspen Daily News", "CPD notes increase in ID theft - Your Houston News", "How to prevent identity theft - CBS News", "Action Line: Minimize the risk of identity theft - Bakersfield Californian", "Keep Your Identity: Catching identity theft early as important as detecting an ... - Naples Daily News"
"address", "accounts", 0.9276, "undirected", "Identity Theft Ringleader Gets 12-Year Prison Sentence - Federal Bureau of Investigation (press release)", "LSO Investigating Two Cases of Identity Theft - 1011now", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Tax refunds are vulnerable to identity theft: John Gin's MoneyWatch - NOLA.com", "Jonathan Rajewski:  Identity Theft -- Your Use of Passwords Could Be Your Only Line of Defense"
"address", "ship", 0.8634, "undirected", "Three arrested in Honesdale after a probe into an international identity theft ... - Scranton Times-Tribune", "FinCEN Warns Banks to Watch for Signs of Identity Theft-Related Tax Fraud - Accounting Today", "Lisa M. Dietlin:  Making a Difference: The World of Giving - The Holidays and Theft", "Identity Theft, Stolen Wallet Reported by Kirkwood Residents - Patch.com", "Identity Theft, Credit Card Fraud: Police Blotter - Patch.com"
